
     Marital status Application mode  Application order  Course Daytime/evening attendance\t  Previous qualification  Previous qualification (grade) Nationality Mother's qualification Father's qualification Mother's occupation Father's occupation  Admission grade  Displaced  Educational special needs  Debtor  Tuition fees up to date  Gender  Scholarship holder  Age at enrollment International  Curricular units 1st sem (credited)  Curricular units 1st sem (enrolled)  Curricular units 1st sem (evaluations)  Curricular units 1st sem (approved)  Curricular units 1st sem (grade)  Curricular units 1st sem (without evaluations)  Curricular units 2nd sem (credited)  Curricular units 2nd sem (enrolled)  Curricular units 2nd sem (evaluations)  Curricular units 2nd sem (approved)  Curricular units 2nd sem (grade)  Curricular units 2nd sem (without evaluations)  Unemployment rate  Inflation rate   GDP   Target 
718     Divorced               42             1           9991             Evening                       6                         123.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          123.0           0                  0                 0               1             Female           0                 37                No                       0                                    5                                     10                                     5                               15.800000                                    0                                         0                                    5                                      5                                     5                               17.600000                                    0                               9.4              -0.8      -3.12  Enrolled
725            4                7             1           9500             Daytime                       3                         140.0               Pakistani           Graduate               Graduate            Home wife                   7          140.0           0                  0                 0               1             Female           0                 51                No                       4                                    7                                      7                                     7                               15.200000                                    0                                         6                                    8                                      8                                     8                               16.575000                                    0                              13.9              -0.3       0.79  Graduate
770      Married           Online             1           9085             Daytime                       1                         134.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          133.0           1                  0                 0               1               Male           1                 20                No                       0                                    6                                      8                                     6                               15.142857                                    0                                         0                                    6                                      8                                     6                               15.142857                                    0                              11.1               0.6       2.02  Graduate
776      Married               43             1           9085             Daytime                       1                         162.0               Pakistani      Undergraduate               Graduate                    4                Navy          162.0           0                  0                 0               1               Male           0                 19                No                       0                                    6                                      7                                     6                               15.000000                                    0                                         0                                    6                                      8                                     6                               15.625000                                    0                              12.4               0.5       1.79  Graduate
780      Married           Hybrid             1           9773             Daytime                       1                         150.0               Pakistani           Graduate               Graduate         Bussinessman                   7          137.8           1                  0                 0               1               Male           1                 18                No                       0                                    6                                      6                                     6                               15.000000                                    0                                         0                                    6                                      6                                     6                               15.500000                                    0                               8.9               1.4       3.51  Graduate
827      Married           Online             3           9070             Daytime                       1                         132.0               Pakistani           Graduate          Undergraduate            Home wife                   7          126.1           1                  0                 0               1               Male           1                 18                No                       0                                    6                                      6                                     6                               15.833333                                    0                                         0                                    6                                      6                                     6                               15.333333                                    0                              11.1               0.6       2.02  Graduate
865      Married           Online             4           9500             Daytime                       1                         128.0               Pakistani           Graduate               Graduate                    4                  10          125.2           1                  0                 0               1             Female           1                 18                No                       0                                    7                                      7                                     7                               14.682857                                    0                                         0                                    8                                      9                                     8                               15.055556                                    0                              12.4               0.5       1.79  Graduate
888      Married           Online             1           9500             Daytime                       1                         136.0               Pakistani           Graduate               Graduate                    4                   7          136.0           0                  0                 0               1               Male           1                 19                No                       0                                    7                                      7                                     7                               14.014286                                    0                                         0                                    8                                      8                                     8                               15.350000                                    0                              13.9              -0.3       0.79  Graduate
932     Divorced                7             1           9670             Daytime                       3                         110.0               Pakistani           Graduate               Graduate         Bussinessman                   7          110.0           0                  0                 0               1               Male           0                 32                No                       4                                   11                                     15                                     8                               13.600000                                    0                                         2                                    8                                     10                                     8                               15.111111                                    0                              13.9              -0.3       0.79  Graduate
944      Married               16             1           9556             Daytime                       1                         137.0               Pakistani           Graduate               Graduate            Home wife                   7          122.7           1                  0                 0               1               Male           1                 18                No                       0                                    7                                      7                                     7                               15.285714                                    0                                         0                                    8                                      8                                     8                               16.075000                                    0                              12.4               0.5       1.79  Graduate
973     Divorced               43             1           9853             Daytime                       1                         110.0               Pakistani           Graduate               Graduate         Bussinessman                   7          100.0           0                  0                 0               1             Female           0                 40                No                       0                                    2                                      4                                     1                               16.000000                                    0                                         0                                    4                                      5                                     4                               15.500000                                    0                              13.9              -0.3       0.79  Graduate
984      Married           Online             1           9147             Daytime                       1                         128.0               Pakistani           Graduate               Graduate             Engineer                  10          116.5           0                  0                 0               1             Female           0                 19                No                       0                                    5                                      8                                     2                               10.000000                                    0                                         0                                    5                                      8                                     1                               16.000000                                    0                               7.6               2.6       0.32   Dropout
986      Married                7             1           9003             Daytime                       4                         150.0               Pakistani           Graduate               Graduate                    4                   6          150.0           0                  0                 0               1             Female           0                 28                No                       0                                    6                                     14                                     6                               14.875000                                    0                                         0                                    6                                     12                                     6                               15.800000                                    0                              16.2               0.3      -0.92  Graduate
990      Married           Hybrid             1           9500             Daytime                       1                         130.0               Pakistani           Graduate          Undergraduate            Home wife              Lawyer          128.6           1                  0                 0               1               Male           0                 18                No                       0                                    7                                      7                                     7                               14.728571                                    0                                         0                                    8                                     11                                     8                               16.327273                                    0                              16.2               0.3      -0.92  Graduate
1004     Married           Hybrid             2           9238             Daytime                       1                         136.0               Pakistani           Graduate          Undergraduate               Lawyer                Navy          126.6           1                  0                 0               1               Male           0                 18                No                       0                                    6                                      6                                     6                               16.500000                                    0                                         0                                    6                                      7                                     6                               17.428571                                    0                              11.1               0.6       2.02   Dropout
1006     Married           Hybrid             6           9500             Daytime                       1                         139.0               Pakistani           Graduate               Graduate            Home wife                   6          133.5           1                  0                 0               1               Male           1                 18                No                       0                                    8                                      8                                     7                               15.228571                                    0                                         0                                    8                                      8                                     7                               15.228571                                    0                              12.7               3.7      -1.70  Graduate
1033     Married           Hybrid             1           9085             Daytime                       1                         129.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          118.2           1                  0                 0               1               Male           1                 18                No                       0                                    5                                      7                                     4                               13.250000                                    0                                         0                                    5                                      8                                     5                               15.571429                                    0                              10.8               1.4       1.74  Graduate
1049     Married           Online             1           9500             Daytime                       1                         143.0               Pakistani           Graduate               Graduate               Docter                   5          133.9           0                  0                 0               1               Male           0                 18                No                       0                                    7                                      7                                     7                               15.014286                                    0                                         0                                    8                                      8                                     8                               16.087500                                    0                              12.4               0.5       1.79  Graduate
1051     Married           Hybrid             2           9500             Daytime                       1                         134.0               Pakistani           Graduate               Graduate                    4                   7          133.5           1                  0                 0               1               Male           0                 19                No                       0                                    7                                      8                                     7                               14.050000                                    0                                         0                                    8                                      8                                     8                               15.100000                                    0                              13.9              -0.3       0.79  Graduate
1052     Married           Hybrid             3           9500             Daytime                       1                         138.0               Pakistani                  3          Undergraduate                    4                   5          130.0           1                  0                 0               1               Male           0                 18                No                       0                                    7                                      8                                     7                               14.850000                                    0                                         0                                    8                                      8                                     8                               15.200000                                    0                              13.9              -0.3       0.79   Dropout
1054     Married           Online             2           9500             Daytime                       1                         142.0               Pakistani           Graduate               Graduate            Home wife                   7          132.7           1                  0                 0               1               Male           1                 19                No                       0                                    7                                      8                                     7                               14.787500                                    0                                         0                                    8                                      8                                     8                               15.862500                                    0                              13.9              -0.3       0.79  Graduate
1120     Married        In-Person             1           9238             Daytime                       1                         170.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          140.0           1                  0                 0               1               Male           0                 24                No                       0                                    6                                      9                                     4                               15.750000                                    0                                         0                                    6                                     10                                     5                               16.400000                                    0                               9.4              -0.8      -3.12  Enrolled
1126     Married        In-Person             1           9500             Daytime                       3                         133.8               Pakistani                  3               Graduate             Engineer                  10          184.0           0                  0                 0               1               Male           0                 28                No                       0                                    7                                      9                                     7                               17.005556                                    0                                         1                                    8                                      9                                     8                               16.582222                                    0                              15.5               2.8      -4.06  Graduate
1133     Married           Online             1           9500             Daytime                       1                         145.0               Pakistani           Graduate               Graduate            Home wife                   5          145.0           0                  0                 0               1               Male           1                 18                No                       0                                    7                                      7                                     7                               14.071429                                    0                                         0                                    8                                      8                                     8                               15.162500                                    0                              13.9              -0.3       0.79  Graduate
1171     Married           Hybrid             4           9500             Daytime                       1                         137.0               Pakistani           Graduate               Graduate                    4              Lawyer          121.3           1                  0                 0               1             Female           1                 18                No                       0                                    8                                      8                                     7                               15.070000                                    0                                         0                                    8                                      8                                     7                               15.070000                                    0                              10.8               1.4       1.74  Graduate
1194    Divorced        In-Person             1           9003             Daytime                       1                         130.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          144.0           0                  0                 0               1               Male           0                 29                No                      13                                   18                                     20                                    18                               15.444444                                    0                                        11                                   13                                     13                                    13                               15.307692                                    0                              15.5               2.8      -4.06  Graduate
1198     Married           Online             1           9238             Daytime                       1                         147.0               Pakistani           Graduate               Graduate                    4                Navy          137.2           0                  0                 0               0               Male           0                 18                No                       0                                    6                                      6                                     6                               14.500000                                    0                                         0                                    6                                      6                                     6                               15.166667                                    0                              10.8               1.4       1.74  Graduate
1199     Married                7             1           9085             Daytime                      40                         140.0               Pakistani           Graduate               Graduate               Docter                   5          140.0           1                  0                 0               1               Male           0                 23                No                       0                                    6                                      7                                     6                               15.571429                                    0                                         0                                    6                                      8                                     6                               16.375000                                    0                              12.4               0.5       1.79  Graduate
1215     Married           Online             1           9500             Daytime                       1                         176.0               Pakistani                  3               Graduate               Lawyer                   7          169.7           0                  0                 0               1               Male           1                 18                No                       0                                    7                                      7                                     7                               16.900000                                    0                                         0                                    8                                      9                                     8                               16.377778                                    0                              16.2               0.3      -0.92  Graduate
1221     Married           Online             1           9500             Daytime                       1                         132.0               Pakistani           Graduate               Graduate            Home wife                   5          123.4           0                  0                 0               1               Male           1                 18                No                       0                                    7                                      7                                     7                               14.604286                                    0                                         0                                    8                                      9                                     8                               15.683333                                    0                              11.1               0.6       2.02  Graduate
1225     Married           Hybrid             1           9238             Daytime                       1                         153.0               Pakistani           Graduate               Graduate         Bussinessman                   7          159.7           1                  0                 0               1               Male           1                 18                No                       0                                    6                                      7                                     6                               15.142857                                    0                                         0                                    6                                      6                                     6                               15.833333                                    0                              12.7               3.7      -1.70  Graduate
1250     Married           Online             1           9254             Daytime                       1                         158.0               Pakistani           Graduate                     39                    4                   8          153.5           1                  0                 0               1               Male           0                 20                No                       0                                    6                                      7                                     6                               14.833333                                    0                                         0                                    6                                      6                                     6                               16.000000                                    0                              11.1               0.6       2.02  Graduate
1259     Married           Online             1           9085             Daytime                       1                         143.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          133.4           1                  0                 0               1               Male           0                 19                No                       0                                    6                                      7                                     6                               16.000000                                    0                                         0                                    6                                      8                                     6                               15.875000                                    0                              12.4               0.5       1.79  Graduate
1263    Divorced        In-Person             1           9853             Daytime                       1                         130.0               Pakistani           Graduate               Graduate         Bussinessman              Lawyer          140.0           0                  0                 1               1               Male           1                 34                No                       0                                    6                                      7                                     6                               16.142857                                    0                                         0                                    6                                     10                                     6                               16.200000                                    0                               9.4              -0.8      -3.12  Graduate
1283     Married           Online             1           9119             Daytime                       1                         168.0               Pakistani           Graduate               Graduate                    4                Navy          171.2           0                  0                 0               1             Female           1                 18                No                       0                                    5                                      6                                     5                               17.333333                                    0                                         0                                    5                                      8                                     5                               18.571429                                    0                              12.4               0.5       1.79  Graduate
1293     Married           Hybrid             5           9119             Daytime                       1                         124.0                      11                  4          Undergraduate             Engineer        Bussinessman          119.5           1                  0                 0               1             Female           0                 20               Yes                       0                                    5                                      5                                     5                               14.800000                                    0                                         0                                    5                                      5                                     5                               17.600000                                    0                               8.9               1.4       3.51  Graduate
1351     Married           Online             3           9500             Daytime                       1                         141.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          126.0           1                  0                 0               1               Male           0                 18                No                       0                                    8                                      8                                     7                               15.657143                                    0                                         0                                    8                                      8                                     7                               15.657143                                    0                              12.7               3.7      -1.70  Graduate
1371     Married           Online             1           9500             Daytime                       1                         129.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          120.0           0                  0                 0               1             Female           0                 20                No                       0                                    8                                      8                                     7                               15.028571                                    0                                         0                                    8                                      8                                     7                               15.028571                                    0                              12.7               3.7      -1.70  Graduate
1384     Married        In-Person             1           9070             Daytime                       1                         130.0               Pakistani           Graduate               Graduate               Docter              Lawyer          112.0           1                  0                 0               1             Female           1                 24                No                       0                                    6                                      6                                     6                               15.000000                                    0                                         0                                    6                                      6                                     2                               16.000000                                    0                              15.5               2.8      -4.06  Graduate
1403     Married           Hybrid             5           9500             Daytime                       1                         143.0               Pakistani           Graduate               Graduate            Home wife                   7          130.6           1                  0                 0               1               Male           1                 18                No                       0                                    7                                      8                                     7                               13.150000                                    0                                         0                                    8                                      9                                     8                               15.068750                                    0                              13.9              -0.3       0.79  Graduate
1433     Married               16             3           9070             Daytime                       1                         152.0               Pakistani           Graduate               Graduate                    4                   8          156.9           1                  0                 0               1               Male           0                 19                No                       0                                    6                                      6                                     6                               15.333333                                    0                                         0                                    6                                      9                                     6                               15.833333                                    0                              12.7               3.7      -1.70  Graduate
1521    Divorced        In-Person             1           9991             Evening                       1                         133.1               Pakistani           Graduate               Graduate            Home wife        Bussinessman          168.0           0                  0                 0               1             Female           0                 29                No                       0                                    5                                      5                                     5                               15.200000                                    0                                         0                                    5                                      5                                     5                               15.200000                                    0                              11.1               0.6       2.02  Graduate
1533     Married                7             1           9119             Daytime                       4                         180.0               Pakistani                  4          Undergraduate             Engineer                   7          180.0           0                  0                 1               1             Female           0                 30                No                       0                                    5                                      6                                     4                               14.500000                                    0                                         0                                    5                                     10                                     3                               16.200000                                    0                              13.9              -0.3       0.79  Enrolled
1566     Married           Hybrid             5           9500             Daytime                       1                         144.0               Pakistani           Graduate               Graduate            Home wife                   5          130.7           1                  0                 0               1               Male           1                 18                No                       0                                    7                                      8                                     7                               14.850000                                    0                                         0                                    8                                      9                                     8                               15.611111                                    0                              13.9              -0.3       0.79  Graduate
1597     Married           Online             1           9773             Daytime                       1                         164.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          161.2           0                  0                 0               1             Female           1                 18                No                       0                                    6                                      7                                     6                               15.571429                                    0                                         0                                    6                                      7                                     6                               16.142857                                    0                              13.9              -0.3       0.79  Graduate
1653     Married           Online             3           9556             Daytime                       1                         122.0               Pakistani           Graduate               Graduate               Lawyer                  10          113.3           1                  0                 0               1               Male           1                 20                No                       0                                    7                                      7                                     7                               13.000000                                    0                                         0                                    8                                      8                                     8                               15.062500                                    0                              12.4               0.5       1.79  Graduate
1661     Married           Online             2           9085             Daytime                       1                         157.0               Pakistani                  3          Undergraduate               Docter              Lawyer          153.9           1                  0                 0               1               Male           0                 18                No                       0                                    6                                      7                                     6                               16.571429                                    0                                         0                                    6                                      6                                     6                               15.666667                                    0                              13.9              -0.3       0.79  Graduate
1662     Married           Online             1           9500             Daytime                       1                         150.0               Pakistani           Graduate               Graduate                    4                Navy          137.8           0                  0                 0               1               Male           0                 18                No                       0                                    7                                     10                                     7                               15.145000                                    0                                         0                                    8                                      8                                     8                               15.742500                                    0                              15.5               2.8      -4.06  Graduate
1663     Married           Hybrid             1           9500             Daytime                       1                         148.0               Pakistani           Graduate               Graduate            Home wife                   7          143.3           0                  0                 0               1               Male           1                 18                No                       0                                    7                                      7                                     7                               13.442857                                    0                                         0                                    8                                      8                                     8                               15.075000                                    0                              13.9              -0.3       0.79  Graduate
1700     Married           Online             1           9500             Daytime                       1                         156.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          156.3           0                  0                 0               1             Female           1                 18                No                       0                                    8                                      8                                     8                               15.633750                                    0                                         0                                    8                                      8                                     8                               15.633750                                    0                               9.4              -0.8      -3.12  Graduate
1722     Married               51             1           9085             Daytime                       1                         127.0               Pakistani                  3          Undergraduate             Engineer                   8          138.8           1                  0                 0               1               Male           0                 22                No                       4                                   12                                     19                                    11                               14.153846                                    0                                         5                                   12                                     20                                    12                               15.428571                                    0                               8.9               1.4       3.51  Graduate
1762     Married        In-Person             1           9773             Daytime                       1                         130.0               Pakistani           Graduate               Graduate              Teacher              Lawyer          161.5           0                  0                 0               1             Female           0                 36                No                       0                                    6                                      7                                     6                               15.285714                                    0                                         0                                    6                                      6                                     6                               16.500000                                    0                              10.8               1.4       1.74  Graduate
1782     Married        In-Person             1           9500             Daytime                       1                         130.0               Pakistani           Graduate               Graduate               Lawyer                   7          143.8           0                  0                 0               1             Female           0                 27                No                       0                                    8                                      8                                     7                               15.570000                                    0                                         0                                    8                                      8                                     7                               15.570000                                    0                              10.8               1.4       1.74   Dropout
1784     Married                7             2           9500             Daytime                       3                         140.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          138.0           0                  0                 0               1             Female           0                 28                No                       0                                    7                                      7                                     7                               14.114286                                    0                                         0                                    8                                      9                                     8                               15.911111                                    0                              16.2               0.3      -0.92   Dropout
1839     Married        In-Person             1           9070             Daytime                       1                         130.0               Pakistani           Graduate               Graduate                    4                Navy          110.0           1                  0                 0               1               Male           0                 24                No                       0                                    6                                      6                                     6                               15.166667                                    0                                         0                                    6                                      6                                     2                               15.500000                                    0                              15.5               2.8      -4.06  Graduate
1872     Married               51             1           9500             Daytime                       1                         170.0               Pakistani           Graduate               Graduate                    4                  10          125.0           0                  0                 0               1             Female           0                 20                No                       0                                    7                                      7                                     7                               15.660000                                    0                                         7                                   10                                     11                                     9                               15.011111                                    0                              11.1               0.6       2.02  Graduate
1906     Married           Online             6           9500             Daytime                       1                         117.0               Pakistani                  4          Undergraduate               Docter        Bussinessman          119.8           1                  0                 0               1               Male           0                 18                No                       0                                    7                                      7                                     7                               13.877143                                    0                                         0                                    8                                      8                                     8                               15.662500                                    0                              12.4               0.5       1.79  Graduate
1912     Married           Online             2           9556             Daytime                       1                         125.0               Pakistani           Graduate               Graduate            Home wife              Lawyer          116.3           1                  0                 0               1               Male           0                 18                No                       0                                    7                                      8                                     7                               13.428571                                    0                                         0                                    8                                      8                                     8                               15.312500                                    0                              16.2               0.3      -0.92  Graduate
1929     Married           Hybrid             3           9500             Daytime                       1                         133.0               Pakistani           Graduate               Graduate            Home wife        Bussinessman          128.5           1                  0                 0               1               Male           1                 18                No                       0                                    7                                      7                                     7                               14.868571                                    0                                         0                                    8                                      9                                     8                               15.111111                                    0                              11.1               0.6       2.02  Graduate
